title,industry,ai_approved,ai_reason,judged_at
Accreditation Keeper,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Kiosk,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Lab,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Ledger,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Level,interpreter_translation_services,True,,2026-08-19T21:28:57.717683+09:00
Accreditation Levy,interpreter_translation_services,False,"제목만으로 어떤 SaaS 제품/기능인지 추측하기 어려운 추상적 조합으로, 데이터베이스 필드 라벨처럼 읽힘",2026-08-23T13:45:14.730720+09:00
Accreditation Line,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Link,interpreter_translation_services,True,,2026-08-23T03:14:30.196647+09:00
Accreditation List,interpreter_translation_services,True,,2026-08-19T21:45:47.758451+09:00
Accreditation Loan,interpreter_translation_services,True,,2026-08-21T02:05:39.911646+09:00
Accreditation Lobby,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Locator,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Locker,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Log,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Loop,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Manager,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Map,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Margin,interpreter_translation_services,True,,2026-08-23T02:52:18.999459+09:00
Accreditation Marker,interpreter_translation_services,False,추상적인 기술 용어 조합으로 어떤 SaaS 제품인지 짐작하기 어렵고 데이터베이스 필드명처럼 읽힘,2026-08-23T13:26:11.115718+09:00
Accreditation Memo,interpreter_translation_services,True,,2026-08-21T00:24:34.903558+09:00
Accreditation Monitor,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Nexus,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Note,interpreter_translation_services,True,,2026-08-19T21:28:57.717683+09:00
Accreditation Number,interpreter_translation_services,True,,2026-08-23T03:14:30.196647+09:00
Accreditation Office,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Ops,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Order,interpreter_translation_services,True,,2026-08-19T21:45:47.758451+09:00
Accreditation Outpost,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Panel,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Pass,interpreter_translation_services,False,"Accreditation은(는) 물리적 부품/원료/추상 법률·재무 개념이라 ""Pass""(출입/이용권)와 자연스럽게 결합되지 않아 어떤 SaaS인지 추측하기 어려움",2026-08-21T00:24:34.903558+09:00
Accreditation Passport,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Path,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Petition,interpreter_translation_services,True,,2026-08-21T01:09:23.227405+09:00
Accreditation Plan,interpreter_translation_services,True,,2026-08-21T01:55:13.112053+09:00
Accreditation Planner,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Playbook,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Plaza,interpreter_translation_services,False,Plaza has no functional hint and doesn't form a natural collocation with an abstract accreditation process.,2026-08-19T21:03:14.678005+09:00
Accreditation Point,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Portal,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Post,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Price,interpreter_translation_services,False,같은 도메인어에 Cost가 먼저 등장(의미 중복: Cost/Price),2026-08-21T02:05:39.911646+09:00
Accreditation Profile,interpreter_translation_services,True,,2026-08-19T21:28:57.717683+09:00
Accreditation Profit,interpreter_translation_services,True,,2026-08-23T02:52:18.999459+09:00
Accreditation Quota,interpreter_translation_services,True,,2026-08-21T00:24:34.903558+09:00
Accreditation Radar,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Rail,interpreter_translation_services,False,Function word is a vague place/geographic metaphor that gives no hint of SaaS function and does not form a natural collocation with the domain word.,2026-08-19T21:03:14.678005+09:00
Accreditation Rate,interpreter_translation_services,True,,2026-08-19T21:28:57.717683+09:00
Accreditation Recap,interpreter_translation_services,True,,2026-08-21T01:09:23.227405+09:00
Accreditation Receipt,interpreter_translation_services,True,,2026-08-19T21:45:47.758451+09:00
Accreditation Register,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Registry,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Relay,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Reminder,interpreter_translation_services,True,,2026-08-19T21:28:57.717683+09:00
Accreditation Report,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Ring,interpreter_translation_services,False,Function word is a vague place/geographic metaphor that gives no hint of SaaS function and does not form a natural collocation with the domain word.,2026-08-19T21:03:14.678005+09:00
Accreditation Roll,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Roster,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Route,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Rule,interpreter_translation_services,True,,2026-08-23T03:14:30.196647+09:00
Accreditation Sale,interpreter_translation_services,True,,2026-08-21T02:20:47.698506+09:00
Accreditation Sample,interpreter_translation_services,True,,2026-08-19T21:45:47.758451+09:00
Accreditation Scale,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Scheduler,interpreter_translation_services,False,"Near-duplicate of Accreditation Planner (same domain, redundant function word).",2026-08-19T21:03:14.678005+09:00
Accreditation Scope,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Score,interpreter_translation_services,True,,2026-08-19T21:28:57.717683+09:00
Accreditation Serial,interpreter_translation_services,False,DB 필드 라벨(일련번호/토큰/스탬프/마커/서명)처럼 읽혀 구체적 제품/기능명으로 불명확함,2026-08-23T13:26:11.115718+09:00
Accreditation Sheet,interpreter_translation_services,True,,2026-08-19T21:28:57.717683+09:00
Accreditation Shelf,interpreter_translation_services,False,"Domain word and function word do not form a natural, clear SaaS product name.",2026-08-19T21:03:14.678005+09:00
Accreditation Signal,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Signature,interpreter_translation_services,True,,2026-08-23T13:26:11.115718+09:00
Accreditation Slip,interpreter_translation_services,True,,2026-08-19T21:45:47.758451+09:00
Accreditation Slot,interpreter_translation_services,True,,2026-08-19T21:45:47.758451+09:00
Accreditation Stake,interpreter_translation_services,True,,2026-08-23T02:52:18.999459+09:00
Accreditation Stamp,interpreter_translation_services,True,,2026-08-23T13:26:11.115718+09:00
Accreditation Statement,interpreter_translation_services,True,,2026-08-21T00:24:34.903558+09:00
Accreditation Station,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Status,interpreter_translation_services,True,,2026-08-19T21:28:57.717683+09:00
Accreditation Stipend,interpreter_translation_services,True,,2026-08-23T13:45:14.730720+09:00
Accreditation Stub,interpreter_translation_services,True,,2026-08-21T00:24:34.903558+09:00
Accreditation Studio,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Sum,interpreter_translation_services,True,,2026-08-21T02:20:47.698506+09:00
Accreditation Summary,interpreter_translation_services,True,,2026-08-19T21:28:57.717683+09:00
Accreditation Tab,interpreter_translation_services,True,,2026-08-21T00:24:34.903558+09:00
Accreditation Table,interpreter_translation_services,True,,2026-08-19T21:45:47.758451+09:00
Accreditation Tag,interpreter_translation_services,True,,2026-08-19T21:28:57.717683+09:00
Accreditation Tally,interpreter_translation_services,True,,2026-08-21T00:24:34.903558+09:00
Accreditation Tariff,interpreter_translation_services,True,,2026-08-21T02:36:28.722223+09:00
Accreditation Tax,interpreter_translation_services,True,,2026-08-21T02:05:39.911646+09:00
Accreditation Terminal,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Ticker,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Ticket,interpreter_translation_services,True,,2026-08-19T21:28:57.717683+09:00
Accreditation Timeline,interpreter_translation_services,True,,2026-08-19T21:28:57.717683+09:00
Accreditation Token,interpreter_translation_services,True,,2026-08-23T13:26:11.115718+09:00
Accreditation Toll,interpreter_translation_services,True,,2026-08-21T02:36:28.722223+09:00
Accreditation Tower,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Tracker,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Trail,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Unit,interpreter_translation_services,True,,2026-08-21T01:55:13.112053+09:00
Accreditation Update,interpreter_translation_services,True,,2026-08-19T21:28:57.717683+09:00
Accreditation Value,interpreter_translation_services,True,,2026-08-23T02:52:18.999459+09:00
Accreditation Vault,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Version,interpreter_translation_services,True,,2026-08-23T03:14:30.196647+09:00
Accreditation View,interpreter_translation_services,True,,2026-08-19T21:28:57.717683+09:00
Accreditation Voucher,interpreter_translation_services,False,Accreditation은(는) 환불/교환형 문서(Voucher) 맥락과 어울리지 않아 어떤 SaaS인지 추측하기 어려움,2026-08-21T00:24:34.903558+09:00
Accreditation Watch,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Wave,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Window,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Yard,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accreditation Zone,interpreter_translation_services,True,,2026-08-19T21:03:14.678005+09:00
Accrual Advisory,finance,True,,2026-08-21T01:09:23.227405+09:00
Accrual Alert,finance,False,경보 대상이 될 위험/이벤트/이탈 개념과 무관한 도메인어,2026-08-19T12:22:43.308376+09:00
Accrual Allowance,finance,True,,2026-08-21T02:36:28.722223+09:00
Accrual Almanac,finance,True,,2026-08-18T22:02:25.317804+09:00
Accrual Anchor,,True,,2026-08-17T21:36:07.544663+09:00
Accrual Asset,finance,True,,2026-08-23T13:45:14.730720+09:00
Accrual Assistant,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Atlas,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Attribute,finance,True,,2026-08-23T13:04:41.554058+09:00
Accrual Badge,finance,True,,2026-08-21T00:24:34.903558+09:00
Accrual Balance,finance,True,,2026-08-23T13:45:14.730720+09:00
Accrual Base,,True,,2026-08-17T20:40:48.754907+09:00
Accrual Bay,finance,False,"'Bay'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Accrual'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Accrual Beacon,,True,,2026-08-17T21:41:44.845375+09:00
Accrual Bill,finance,True,,2026-08-19T21:45:47.758451+09:00
Accrual Bin,finance,False,물리적으로 보관 가능한 사물이 아닌 도메인어(추상적 개념·사람·프로세스),2026-08-19T12:22:43.308376+09:00
Accrual Blueprint,finance,True,,2026-08-18T22:02:25.317804+09:00
Accrual Board,,True,,2026-08-17T20:38:11.520193+09:00
Accrual Book,finance,True,,2026-08-19T21:45:47.758451+09:00
Accrual Booth,finance,False,"'Booth'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Accrual'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Accrual Bridge,,True,,2026-08-17T21:37:05.127331+09:00
Accrual Brief,finance,True,,2026-08-21T01:09:23.227405+09:00
Accrual Bulletin,finance,True,,2026-08-21T01:09:23.227405+09:00
Accrual Calendar,finance,True,,2026-08-18T23:56:56.184177+09:00
Accrual Card,finance,True,,2026-08-19T13:36:42.244388+09:00
Accrual Cascade,,True,,2026-08-17T21:38:15.647846+09:00
Accrual Cash,finance,True,,2026-08-21T02:20:47.698506+09:00
Accrual Catalog,finance,True,,2026-08-19T21:03:14.678005+09:00
Accrual Category,finance,True,,2026-08-23T13:04:41.554058+09:00
Accrual Center,,True,,2026-08-17T20:32:21.226449+09:00
Accrual Chain,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Charge,finance,True,,2026-08-21T02:36:28.722223+09:00
Accrual Chart,finance,False,측정·기록 가능한 수치/차트 개념과 무관한 도메인어,2026-08-19T12:22:43.308376+09:00
Accrual Check,finance,True,,2026-08-19T13:36:42.244388+09:00
Accrual Checklist,finance,True,,2026-08-19T21:03:14.678005+09:00
Accrual Circular,finance,True,,2026-08-21T01:09:23.227405+09:00
Accrual Cockpit,,True,,2026-08-17T23:27:29.516151+09:00
Accrual Code,finance,True,,2026-08-19T21:45:47.758451+09:00
Accrual Codex,finance,True,,2026-08-18T22:02:25.317804+09:00
Accrual Companion,,True,,2026-08-17T23:10:04.608173+09:00
Accrual Compass,finance,True,,2026-08-18T07:51:55.730113+09:00
Accrual Compendium,finance,True,,2026-08-18T22:02:25.317804+09:00
Accrual Confirmation,finance,True,,2026-08-21T01:09:23.227405+09:00
Accrual Console,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Core,,True,,2026-08-17T20:39:59.910293+09:00
Accrual Cost,finance,True,,2026-08-21T02:05:39.911646+09:00
Accrual Counter,finance,True,,2026-08-18T23:56:56.184177+09:00
Accrual Dashboard,,True,,2026-08-17T23:15:12.775041+09:00
Accrual Deal,finance,True,,2026-08-21T01:55:13.112053+09:00
Accrual Debt,finance,True,,2026-08-21T02:20:47.698506+09:00
Accrual Deck,,True,,2026-08-17T20:37:16.947301+09:00
Accrual Depot,finance,True,,2026-08-18T23:56:56.184177+09:00
Accrual Desk,,True,,2026-08-17T20:34:48.922886+09:00
Accrual Detail,finance,True,,2026-08-23T03:14:30.196647+09:00
Accrual Dial,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Digest,finance,True,,2026-08-19T20:37:10.645493+09:00
Accrual Directory,finance,True,,2026-08-18T23:56:56.184177+09:00
Accrual Dock,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Dossier,finance,True,,2026-08-21T01:09:23.227405+09:00
Accrual Draft,finance,True,,2026-08-19T20:37:10.645493+09:00
Accrual Duty,finance,True,,2026-08-21T02:36:28.722223+09:00
Accrual Engine,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Entry,finance,True,,2026-08-21T01:09:23.227405+09:00
Accrual Estimate,finance,True,,2026-08-19T21:03:14.678005+09:00
Accrual Excerpt,finance,True,,2026-08-21T01:09:23.227405+09:00
Accrual Fare,finance,True,,2026-08-21T02:05:39.911646+09:00
Accrual Fee,finance,True,,2026-08-21T01:55:13.112053+09:00
Accrual Feed,finance,True,,2026-08-19T20:37:10.645493+09:00
Accrual Field,finance,False,같은 업계·단어의 Attribute와 의미 중복(Attribute/Field는 데이터 스키마상 동의어),2026-08-23T13:04:41.554058+09:00
Accrual File,finance,True,,2026-08-19T20:37:10.645493+09:00
Accrual Finder,finance,True,,2026-08-18T23:56:56.184177+09:00
Accrual Fine,finance,True,,2026-08-23T02:52:18.999459+09:00
Accrual Flag,finance,True,,2026-08-21T00:24:34.903558+09:00
Accrual Flow,,True,,2026-08-17T20:37:45.876313+09:00
Accrual Forge,,True,,2026-08-17T21:39:44.948189+09:00
Accrual Form,finance,True,,2026-08-19T13:36:42.244388+09:00
